,日期,股票代號,股票名稱,開盤價,最高價,最低價,Close,漲跌,漲幅...,振幅...,成交量,成交筆數,成交金額.千.,均張,成交量變動...,均張變動...,股本.百萬.,總市值.億.,市值比重...,本益比,股價淨值比,本益比.近四季.,週轉率...,成交值比重...,漲跌停,均價,成交量.股.,RTIME
231733,20140704,TWA00,加權指數,9525.93,9550.11,9482.94,9510.05,-16.18,-0.17,0.71,6094826.0,993056.0,118191559.0,6.1,-3.72,-6.15,6577004.0,272664.0,100.0,15.8,1.84,18.2,0.43,,,19.39,6094825781.0,123459.0
233433,20140703,TWA00,加權指數,9468.78,9538.65,9449.78,9526.23,41.27,0.44,0.94,6330502.0,970642.0,121898808.0,6.5,-18.97,4.84,6577004.0,273151.0,100.0,15.8,1.84,18.3,0.45,,,19.26,6330502291.0,123459.0
235133,20140702,TWA00,加權指數,9482.0,9547.05,9421.87,9484.96,43.04,0.46,1.33,7812593.0,1250911.0,153792278.0,6.2,29.1,1.64,6577036.0,271917.0,100.0,15.7,1.83,18.2,0.57,,,19.69,7812593115.0,123459.0
236833,20140701,TWA00,加權指數,9393.07,9463.06,9374.28,9441.92,48.85,0.52,0.95,6051790.0,989958.0,115473265.0,6.1,18.25,0.0,6577150.0,270651.0,100.0,15.6,1.82,18.1,0.43,,,19.08,6051789506.0,123459.0
238548,20140829,TWA00,加權指數,9459.81,9470.15,9425.35,9436.27,-42.1,-0.44,0.47,5227658.0,790117.0,90212662.0,6.6,-18.33,-7.04,6954467.0,273196.0,100.0,15.6,1.83,17.5,0.33,,,17.26,5227658257.0,123459.0
240266,20140828,TWA00,加權指數,9499.22,9502.42,9453.49,9478.37,-7.22,-0.08,0.52,6401169.0,899790.0,102287572.0,7.1,-0.56,18.33,6943018.0,274416.0,100.0,15.7,1.84,17.6,0.37,,,15.98,6401169322.0,123459.0
241984,20140827,TWA00,加權指數,9426.29,9491.75,9426.29,9485.59,91.63,0.98,0.7,6436920.0,1065282.0,116832285.0,6.0,21.28,-7.69,6919159.0,274545.0,100.0,15.7,1.84,17.6,0.43,,,18.15,6436920250.0,123459.0
243702,20140826,TWA00,加權指數,9394.28,9418.77,9386.49,9393.96,3.34,0.04,0.34,5307383.0,818095.0,93952768.0,6.5,8.22,4.84,6918275.0,271941.0,100.0,15.5,1.82,17.4,0.35,,,17.7,5307382588.0,123459.0
245418,20140825,TWA00,加權指數,9393.24,9409.35,9369.24,9390.62,10.52,0.11,0.43,4904479.0,784840.0,78042615.0,6.2,-13.26,3.33,6677705.0,269810.0,100.0,15.4,1.81,17.4,0.29,,,15.91,4904478521.0,123459.0
247130,20140822,TWA00,加權指數,9273.07,9380.6,9271.87,9380.1,126.72,1.37,1.18,5654010.0,941790.0,104530039.0,6.0,11.24,-9.09,6668353.0,269172.0,100.0,15.4,1.81,17.4,0.39,,,18.49,5654010017.0,123459.0
248842,20140821,TWA00,加權指數,9286.82,9289.02,9217.97,9253.38,-34.67,-0.37,0.76,5082832.0,771324.0,82751875.0,6.6,-4.73,4.76,6667793.0,265536.0,100.0,15.2,1.79,17.2,0.31,,,16.28,5082831905.0,123459.0
250554,20140820,TWA00,加權指數,9278.15,9294.49,9249.31,9288.05,44.27,0.48,0.49,5335291.0,841289.0,90879016.0,6.3,-3.29,-10.0,6655501.0,266525.0,100.0,15.2,1.79,17.2,0.34,,,17.03,5335290938.0,123459.0
252265,20140819,TWA00,加權指數,9188.63,9255.09,9188.63,9243.78,102.47,1.12,0.73,5516771.0,791894.0,90070711.0,7.0,17.09,9.38,6653135.0,265280.0,100.0,15.2,1.78,17.2,0.34,,,16.33,5516771123.0,123459.0
